,residue,split,target
620,8i0r.F.19,train,"['0000353', '0005688']"
621,8i0r.F.42,train,"['0000353', '0005688']"
622,8i0r.F.89,train,"['0000353', '0005688']"
623,8i0r.F.50,train,"['0000353', '0005688']"
624,8i0r.F.6,train,"['0000353', '0005688']"
625,8i0r.F.69,train,"['0000353', '0005688']"
626,8i0r.F.49,train,"['0000353', '0005688']"
627,8i0r.F.94,train,"['0000353', '0005688']"
628,8i0r.F.54,train,"['0000353', '0005688']"
629,8i0r.F.93,train,"['0000353', '0005688']"
630,8i0r.F.44,train,"['0000353', '0005688']"
631,8i0r.F.97,train,"['0000353', '0005688']"
632,8i0r.F.20,train,"['0000353', '0005688']"
633,8i0r.F.14,train,"['0000353', '0005688']"
634,8i0r.F.59,train,"['0000353', '0005688']"
635,8i0r.F.17,train,"['0000353', '0005688']"
636,8i0r.F.21,train,"['0000353', '0005688']"
637,8i0r.F.90,train,"['0000353', '0005688']"
638,8i0r.F.41,train,"['0000353', '0005688']"
639,8i0r.F.8,train,"['0000353', '0005688']"
640,8i0r.F.29,train,"['0000353', '0005688']"
641,8i0r.F.71,train,"['0000353', '0005688']"
642,8i0r.F.77,train,"['0000353', '0005688']"
643,8i0r.F.61,train,"['0000353', '0005688']"
644,8i0r.F.53,train,"['0000353', '0005688']"
645,8i0r.F.7,train,"['0000353', '0005688']"
646,8i0r.F.84,train,"['0000353', '0005688']"
647,8i0r.F.58,train,"['0000353', '0005688']"
648,8i0r.F.75,train,"['0000353', '0005688']"
649,8i0r.F.15,train,"['0000353', '0005688']"
650,8i0r.F.46,train,"['0000353', '0005688']"
651,8i0r.F.11,train,"['0000353', '0005688']"
652,8i0r.F.40,train,"['0000353', '0005688']"
653,8i0r.F.39,train,"['0000353', '0005688']"
654,8i0r.F.35,train,"['0000353', '0005688']"
655,8i0r.F.37,train,"['0000353', '0005688']"
656,8i0r.F.1,train,"['0000353', '0005688']"
657,8i0r.F.43,train,"['0000353', '0005688']"
658,8i0r.F.82,train,"['0000353', '0005688']"
659,8i0r.F.4,train,"['0000353', '0005688']"
660,8i0r.F.76,train,"['0000353', '0005688']"
661,8i0r.F.81,train,"['0000353', '0005688']"
662,8i0r.F.5,train,"['0000353', '0005688']"
663,8i0r.F.70,train,"['0000353', '0005688']"
664,8i0r.F.78,train,"['0000353', '0005688']"
665,8i0r.F.65,train,"['0000353', '0005688']"
666,8i0r.F.36,train,"['0000353', '0005688']"
667,8i0r.F.26,train,"['0000353', '0005688']"
668,8i0r.F.72,train,"['0000353', '0005688']"
669,8i0r.F.55,train,"['0000353', '0005688']"
670,8i0r.F.95,train,"['0000353', '0005688']"
671,8i0r.F.87,train,"['0000353', '0005688']"
672,8i0r.F.83,train,"['0000353', '0005688']"
673,8i0r.F.33,train,"['0000353', '0005688']"
674,8i0r.F.80,train,"['0000353', '0005688']"
675,8i0r.F.85,train,"['0000353', '0005688']"
676,8i0r.F.45,train,"['0000353', '0005688']"
677,8i0r.F.48,train,"['0000353', '0005688']"
678,8i0r.F.27,train,"['0000353', '0005688']"
679,8i0r.F.56,train,"['0000353', '0005688']"
680,8i0r.F.74,train,"['0000353', '0005688']"
681,8i0r.F.60,train,"['0000353', '0005688']"
682,8i0r.F.30,train,"['0000353', '0005688']"
683,5z56.H.109,train,['0005686']
684,5z56.H.162,train,['0005686']
685,5z56.H.156,train,['0005686']
686,5z56.H.101,train,['0005686']
687,5z56.H.2,train,['0005686']
688,5z56.H.34,train,['0005686']
689,5z56.H.46,train,['0005686']
690,5z56.H.51,train,['0005686']
691,5z56.H.12,train,['0005686']
692,5z56.H.72,train,['0005686']
693,5z56.H.151,train,['0005686']
694,5z56.H.43,train,['0005686']
695,5z56.H.62,train,['0005686']
696,5z56.H.176,train,['0005686']
697,5z56.H.78,train,['0005686']
698,5z56.H.73,train,['0005686']
699,5z56.H.52,train,['0005686']
700,5z56.H.28,train,['0005686']
701,5z56.H.110,train,['0005686']
702,5z56.H.99,train,['0005686']
703,5z56.H.153,train,['0005686']
704,5z56.H.172,train,['0005686']
705,5z56.H.179,train,['0005686']
706,5z56.H.154,train,['0005686']
707,5z56.H.165,train,['0005686']
708,5z56.H.150,train,['0005686']
709,5z56.H.170,train,['0005686']
710,5z56.H.152,train,['0005686']
711,5z56.H.80,train,['0005686']
712,5z56.H.47,train,['0005686']
713,5z56.H.33,train,['0005686']
714,5z56.H.63,train,['0005686']
715,5z56.H.83,train,['0005686']
716,5z56.H.30,train,['0005686']
717,5z56.H.113,train,['0005686']
718,5z56.H.64,train,['0005686']
719,5z56.H.10,train,['0005686']
720,5z56.H.84,train,['0005686']
721,5z56.H.48,train,['0005686']
722,5z56.H.58,train,['0005686']
723,5z56.H.55,train,['0005686']
724,5z56.H.82,train,['0005686']
725,5z56.H.166,train,['0005686']
726,5z56.H.13,train,['0005686']
727,5z56.H.114,train,['0005686']
728,5z56.H.163,train,['0005686']
729,5z56.H.35,train,['0005686']
730,5z56.H.56,train,['0005686']
731,5z56.H.69,train,['0005686']
732,5z56.H.40,train,['0005686']
733,5z56.H.106,train,['0005686']
734,5z56.H.81,train,['0005686']
735,5z56.H.105,train,['0005686']
736,5z56.H.36,train,['0005686']
737,5z56.H.177,train,['0005686']
738,5z56.H.142,train,['0005686']
739,5z56.H.22,train,['0005686']
740,5z56.H.178,train,['0005686']
741,5z56.H.7,train,['0005686']
742,5z56.H.115,train,['0005686']
743,5z56.H.29,train,['0005686']
744,5z56.H.103,train,['0005686']
745,5z56.H.19,train,['0005686']
746,5z56.H.184,train,['0005686']
747,5z56.H.158,train,['0005686']
748,5z56.H.98,train,['0005686']
749,5z56.H.107,train,['0005686']
750,5z56.H.147,train,['0005686']
751,5z56.H.159,train,['0005686']
752,5z56.H.168,train,['0005686']
753,5z56.H.171,train,['0005686']
754,5z56.H.59,train,['0005686']
755,5z56.H.71,train,['0005686']
756,5z56.H.143,train,['0005686']
757,5z56.H.25,train,['0005686']
758,5z56.H.9,train,['0005686']
759,5z56.H.155,train,['0005686']
760,5z56.H.169,train,['0005686']
761,5z56.H.45,train,['0005686']
762,5z56.H.57,train,['0005686']
763,5z56.H.102,train,['0005686']
764,5z56.H.44,train,['0005686']
765,5z56.H.167,train,['0005686']
766,5z56.H.27,train,['0005686']
767,5z56.H.79,train,['0005686']
768,5z56.H.180,train,['0005686']
769,5z56.H.11,train,['0005686']
770,5z56.H.100,train,['0005686']
771,5z56.H.53,train,['0005686']
772,5z56.H.37,train,['0005686']
773,5z56.H.49,train,['0005686']
774,5z56.H.141,train,['0005686']
775,5z56.H.164,train,['0005686']
776,5z56.H.21,train,['0005686']
777,5z56.H.70,train,['0005686']
778,5z56.H.41,train,['0005686']
779,5z56.H.148,train,['0005686']
780,5z56.H.112,train,['0005686']
781,5z56.H.8,train,['0005686']
782,5z56.H.174,train,['0005686']
783,5z56.H.65,train,['0005686']
784,5z56.H.1,train,['0005686']
785,5z56.H.31,train,['0005686']
786,5z56.H.68,train,['0005686']
787,5z56.H.4,train,['0005686']
788,5z56.H.149,train,['0005686']
789,5z56.H.24,train,['0005686']
790,5z56.H.160,train,['0005686']
791,5z56.H.183,train,['0005686']
792,5z56.H.26,train,['0005686']
793,5z56.H.182,train,['0005686']
794,5z56.H.144,train,['0005686']
795,5z56.H.3,train,['0005686']
796,5z56.H.173,train,['0005686']
797,5z56.H.111,train,['0005686']
798,5z56.H.61,train,['0005686']
799,5z56.H.175,train,['0005686']
800,5z56.H.20,train,['0005686']
801,5z56.H.60,train,['0005686']
802,5z56.H.161,train,['0005686']
803,5z56.H.14,train,['0005686']
804,5z56.H.23,train,['0005686']
805,5z56.H.32,train,['0005686']
806,5z56.H.50,train,['0005686']
807,5z56.H.54,train,['0005686']
808,5z56.H.97,train,['0005686']
809,5z56.H.6,train,['0005686']
810,5z56.H.181,train,['0005686']
811,5z56.H.74,train,['0005686']
812,5z56.H.104,train,['0005686']
813,5z56.H.39,train,['0005686']
814,5z56.H.5,train,['0005686']
815,5z56.H.38,train,['0005686']
816,5z56.H.42,train,['0005686']
817,5z56.H.108,train,['0005686']
818,5z56.H.157,train,['0005686']
819,5z56.B.29,train,"['0000353', '0005682']"
820,5z56.B.95,train,"['0000353', '0005682']"
821,5z56.B.97,train,"['0000353', '0005682']"
822,5z56.B.101,train,"['0000353', '0005682']"
823,5z56.B.53,train,"['0000353', '0005682']"
824,5z56.B.22,train,"['0000353', '0005682']"
825,5z56.B.20,train,"['0000353', '0005682']"
826,5z56.B.85,train,"['0000353', '0005682']"
827,5z56.B.94,train,"['0000353', '0005682']"
828,5z56.B.90,train,"['0000353', '0005682']"
829,5z56.B.50,train,"['0000353', '0005682']"
830,5z56.B.54,train,"['0000353', '0005682']"
831,5z56.B.104,train,"['0000353', '0005682']"
832,5z56.B.61,train,"['0000353', '0005682']"
833,5z56.B.10,train,"['0000353', '0005682']"
834,5z56.B.55,train,"['0000353', '0005682']"
835,5z56.B.13,train,"['0000353', '0005682']"
836,5z56.B.68,train,"['0000353', '0005682']"
837,5z56.B.45,train,"['0000353', '0005682']"
838,5z56.B.89,train,"['0000353', '0005682']"
839,5z56.B.25,train,"['0000353', '0005682']"
840,5z56.B.40,train,"['0000353', '0005682']"
841,5z56.B.31,train,"['0000353', '0005682']"
842,5z56.B.47,train,"['0000353', '0005682']"
843,5z56.B.44,train,"['0000353', '0005682']"
844,5z56.B.63,train,"['0000353', '0005682']"
845,5z56.B.88,train,"['0000353', '0005682']"
846,5z56.B.59,train,"['0000353', '0005682']"
847,5z56.B.28,train,"['0000353', '0005682']"
848,5z56.B.98,train,"['0000353', '0005682']"
849,5z56.B.24,train,"['0000353', '0005682']"
850,5z56.B.62,train,"['0000353', '0005682']"
851,5z56.B.19,train,"['0000353', '0005682']"
852,5z56.B.48,train,"['0000353', '0005682']"
853,5z56.B.9,train,"['0000353', '0005682']"
854,5z56.B.26,train,"['0000353', '0005682']"
855,5z56.B.43,train,"['0000353', '0005682']"
856,5z56.B.37,train,"['0000353', '0005682']"
857,5z56.B.65,train,"['0000353', '0005682']"
858,5z56.B.34,train,"['0000353', '0005682']"
859,5z56.B.58,train,"['0000353', '0005682']"
860,5z56.B.11,train,"['0000353', '0005682']"
861,5z56.B.51,train,"['0000353', '0005682']"
862,5z56.B.8,train,"['0000353', '0005682']"
863,5z56.B.57,train,"['0000353', '0005682']"
864,5z56.B.36,train,"['0000353', '0005682']"
865,5z56.B.70,train,"['0000353', '0005682']"
866,5z56.B.15,train,"['0000353', '0005682']"
867,5z56.B.16,train,"['0000353', '0005682']"
868,5z56.B.99,train,"['0000353', '0005682']"
869,5z56.B.49,train,"['0000353', '0005682']"
870,5z56.B.12,train,"['0000353', '0005682']"
871,5z56.B.30,train,"['0000353', '0005682']"
872,5z56.B.21,train,"['0000353', '0005682']"
873,5z56.B.56,train,"['0000353', '0005682']"
874,5z56.B.66,train,"['0000353', '0005682']"
875,5z56.B.100,train,"['0000353', '0005682']"
876,5z56.B.52,train,"['0000353', '0005682']"
877,5z56.B.93,train,"['0000353', '0005682']"
878,5z56.B.41,train,"['0000353', '0005682']"
879,5z56.B.32,train,"['0000353', '0005682']"
880,5z56.B.38,train,"['0000353', '0005682']"
881,5z56.B.17,train,"['0000353', '0005682']"
882,5z56.B.27,train,"['0000353', '0005682']"
883,5z56.B.92,train,"['0000353', '0005682']"
884,5z56.B.39,train,"['0000353', '0005682']"
885,5z56.B.86,train,"['0000353', '0005682']"
886,5z56.B.69,train,"['0000353', '0005682']"
887,5z56.B.87,train,"['0000353', '0005682']"
888,5z56.B.33,train,"['0000353', '0005682']"
889,5z56.B.35,train,"['0000353', '0005682']"
890,5z56.B.71,train,"['0000353', '0005682']"
891,5z56.B.103,train,"['0000353', '0005682']"
892,5z56.B.14,train,"['0000353', '0005682']"
893,5z56.B.42,train,"['0000353', '0005682']"
894,5z56.B.46,train,"['0000353', '0005682']"
895,5z56.B.67,train,"['0000353', '0005682']"
896,5z56.B.23,train,"['0000353', '0005682']"
897,5z56.B.64,train,"['0000353', '0005682']"
898,5z56.B.91,train,"['0000353', '0005682']"
899,5z56.B.18,train,"['0000353', '0005682']"
900,5z56.B.60,train,"['0000353', '0005682']"
901,5z56.B.96,train,"['0000353', '0005682']"
902,5z56.B.102,train,"['0000353', '0005682']"
903,5z56.F.4,val,"['0000353', '0005688']"
904,5z56.F.77,val,"['0000353', '0005688']"
905,5z56.F.14,val,"['0000353', '0005688']"
906,5z56.F.9,val,"['0000353', '0005688']"
907,5z56.F.85,val,"['0000353', '0005688']"
908,5z56.F.72,val,"['0000353', '0005688']"
909,5z56.F.84,val,"['0000353', '0005688']"
910,5z56.F.12,val,"['0000353', '0005688']"
911,5z56.F.37,val,"['0000353', '0005688']"
912,5z56.F.53,val,"['0000353', '0005688']"
913,5z56.F.94,val,"['0000353', '0005688']"
914,5z56.F.28,val,"['0000353', '0005688']"
915,5z56.F.23,val,"['0000353', '0005688']"
916,5z56.F.30,val,"['0000353', '0005688']"
917,5z56.F.67,val,"['0000353', '0005688']"
918,5z56.F.79,val,"['0000353', '0005688']"
919,5z56.F.65,val,"['0000353', '0005688']"
920,5z56.F.45,val,"['0000353', '0005688']"
921,5z56.F.50,val,"['0000353', '0005688']"
922,5z56.F.68,val,"['0000353', '0005688']"
923,5z56.F.93,val,"['0000353', '0005688']"
924,5z56.F.10,val,"['0000353', '0005688']"
925,5z56.F.19,val,"['0000353', '0005688']"
926,5z56.F.22,val,"['0000353', '0005688']"
927,5z56.F.49,val,"['0000353', '0005688']"
928,5z56.F.55,val,"['0000353', '0005688']"
929,5z56.F.75,val,"['0000353', '0005688']"
930,5z56.F.25,val,"['0000353', '0005688']"
931,5z56.F.63,val,"['0000353', '0005688']"
932,5z56.F.95,val,"['0000353', '0005688']"
933,5z56.F.43,val,"['0000353', '0005688']"
934,5z56.F.74,val,"['0000353', '0005688']"
935,5z56.F.11,val,"['0000353', '0005688']"
936,5z56.F.52,val,"['0000353', '0005688']"
937,5z56.F.97,val,"['0000353', '0005688']"
938,5z56.F.36,val,"['0000353', '0005688']"
939,5z56.F.48,val,"['0000353', '0005688']"
940,5z56.F.69,val,"['0000353', '0005688']"
941,5z56.F.33,val,"['0000353', '0005688']"
942,5z56.F.29,val,"['0000353', '0005688']"
943,5z56.F.59,val,"['0000353', '0005688']"
944,5z56.F.70,val,"['0000353', '0005688']"
945,5z56.F.54,val,"['0000353', '0005688']"
946,5z56.F.13,val,"['0000353', '0005688']"
947,5z56.F.96,val,"['0000353', '0005688']"
948,5z56.F.1,val,"['0000353', '0005688']"
949,5z56.F.21,val,"['0000353', '0005688']"
950,5z56.F.3,val,"['0000353', '0005688']"
951,5z56.F.60,val,"['0000353', '0005688']"
952,5z56.F.17,val,"['0000353', '0005688']"
953,5z56.F.20,val,"['0000353', '0005688']"
954,5z56.F.57,val,"['0000353', '0005688']"
955,5z56.F.15,val,"['0000353', '0005688']"
956,5z56.F.7,val,"['0000353', '0005688']"
957,5z56.F.44,val,"['0000353', '0005688']"
958,5z56.F.78,val,"['0000353', '0005688']"
959,5z56.F.92,val,"['0000353', '0005688']"
960,5z56.F.86,val,"['0000353', '0005688']"
961,5z56.F.56,val,"['0000353', '0005688']"
962,5z56.F.42,val,"['0000353', '0005688']"
963,5z56.F.31,val,"['0000353', '0005688']"
964,5z56.F.16,val,"['0000353', '0005688']"
965,5z56.F.38,val,"['0000353', '0005688']"
966,5z56.F.71,val,"['0000353', '0005688']"
967,5z56.F.2,val,"['0000353', '0005688']"
968,5z56.F.90,val,"['0000353', '0005688']"
969,5z56.F.26,val,"['0000353', '0005688']"
970,5z56.F.58,val,"['0000353', '0005688']"
971,5z56.F.5,val,"['0000353', '0005688']"
972,5z56.F.46,val,"['0000353', '0005688']"
973,5z56.F.66,val,"['0000353', '0005688']"
974,5z56.F.39,val,"['0000353', '0005688']"
975,5z56.F.91,val,"['0000353', '0005688']"
976,5z56.F.18,val,"['0000353', '0005688']"
977,5z56.F.51,val,"['0000353', '0005688']"
978,5z56.F.35,val,"['0000353', '0005688']"
979,5z56.F.40,val,"['0000353', '0005688']"
980,5z56.F.64,val,"['0000353', '0005688']"
981,5z56.F.89,val,"['0000353', '0005688']"
982,5z56.F.87,val,"['0000353', '0005688']"
983,5z56.F.24,val,"['0000353', '0005688']"
984,5z56.F.62,val,"['0000353', '0005688']"
985,5z56.F.76,val,"['0000353', '0005688']"
986,5z56.F.41,val,"['0000353', '0005688']"
987,5z56.F.8,val,"['0000353', '0005688']"
988,5z56.F.32,val,"['0000353', '0005688']"
989,5z56.F.47,val,"['0000353', '0005688']"
990,5z56.F.61,val,"['0000353', '0005688']"
991,5z56.F.27,val,"['0000353', '0005688']"
992,5z56.F.6,val,"['0000353', '0005688']"
993,5z56.F.34,val,"['0000353', '0005688']"
994,5z56.F.88,val,"['0000353', '0005688']"
995,5z56.F.73,val,"['0000353', '0005688']"
996,6y50.2.13,test,['0005686']
997,6y50.2.12,test,['0005686']
998,6y50.2.14,test,['0005686']
999,6y50.2.20,test,['0005686']
1000,6y50.2.19,test,['0005686']
1001,6y50.2.21,test,['0005686']
1002,6y50.2.22,test,['0005686']
1003,6y50.2.23,test,['0005686']
1004,6y50.2.24,test,['0005686']
1005,6y50.2.25,test,['0005686']
1006,6y50.2.26,test,['0005686']
1007,6y50.2.27,test,['0005686']
1008,6y50.2.28,test,['0005686']
1009,6y50.2.29,test,['0005686']
1010,6y50.2.30,test,['0005686']
1011,6y50.2.31,test,['0005686']
1012,6y50.2.32,test,['0005686']
1013,6y50.2.33,test,['0005686']
1014,6y50.2.34,test,['0005686']
1015,6y50.2.35,test,['0005686']
1016,6y50.2.36,test,['0005686']
1017,6y50.2.37,test,['0005686']
1018,6y50.2.38,test,['0005686']
1019,6y50.2.39,test,['0005686']
1020,6y50.2.40,test,['0005686']
1021,6y50.2.41,test,['0005686']
1022,6y50.2.42,test,['0005686']
1023,6y50.2.43,test,['0005686']
1024,6y50.2.44,test,['0005686']
1025,6y50.2.45,test,['0005686']
1026,6y50.2.46,test,['0005686']
1027,6y50.2.47,test,['0005686']
1028,6y50.2.48,test,['0005686']
1029,6y50.2.49,test,['0005686']
1030,6y50.2.50,test,['0005686']
1031,6y50.2.51,test,['0005686']
1032,6y50.2.52,test,['0005686']
1033,6y50.2.53,test,['0005686']
1034,6y50.2.54,test,['0005686']
1035,6y50.2.55,test,['0005686']
1036,6y50.2.56,test,['0005686']
1037,6y50.2.57,test,['0005686']
1038,6y50.2.58,test,['0005686']
1039,6y50.2.59,test,['0005686']
1040,6y50.2.60,test,['0005686']
1041,6y50.2.61,test,['0005686']
1042,6y50.2.62,test,['0005686']
1043,6y50.2.63,test,['0005686']
1044,6y50.2.64,test,['0005686']
1045,6y50.2.65,test,['0005686']
1046,6y53.2.70,train,['0005686']
1047,6y53.2.69,train,['0005686']
1048,6y53.2.71,train,['0005686']
1049,6y53.2.72,train,['0005686']
1050,6y53.2.73,train,['0005686']
1051,6y53.2.82,train,['0005686']
1052,6y53.2.81,train,['0005686']
1053,6y53.2.83,train,['0005686']
1054,6y53.2.84,train,['0005686']
1055,6y53.2.85,train,['0005686']
1056,6y53.2.98,train,['0005686']
1057,6y53.2.97,train,['0005686']
1058,6y53.2.99,train,['0005686']
1059,6y53.2.100,train,['0005686']
1060,6y53.2.101,train,['0005686']
1061,6y53.2.102,train,['0005686']
1062,6y53.2.103,train,['0005686']
1063,6y53.2.104,train,['0005686']
1064,6y53.2.105,train,['0005686']
1065,6y53.2.106,train,['0005686']
1066,6y53.2.107,train,['0005686']
1067,6y53.2.108,train,['0005686']
1068,6y53.2.109,train,['0005686']
1069,6y53.2.110,train,['0005686']
1070,6y53.2.111,train,['0005686']
1071,6y53.2.112,train,['0005686']
1072,6y53.2.113,train,['0005686']
1073,6y53.2.114,train,['0005686']
1074,6y53.2.115,train,['0005686']
1075,6y53.2.116,train,['0005686']
1076,6y53.2.117,train,['0005686']
1077,6y53.2.118,train,['0005686']
1078,6y53.2.119,train,['0005686']
1079,6y53.2.120,train,['0005686']
1080,6y53.2.121,train,['0005686']
1081,6y53.2.122,train,['0005686']
1082,6y53.2.123,train,['0005686']
1083,6y53.2.124,train,['0005686']
1084,6y53.2.125,train,['0005686']
1085,6y53.2.126,train,['0005686']
1086,6y53.2.127,train,['0005686']
1087,6y53.2.128,train,['0005686']
1088,6y53.2.129,train,['0005686']
1089,6y53.2.130,train,['0005686']
1090,6y53.2.131,train,['0005686']
1091,6y53.2.132,train,['0005686']
1092,6y53.2.133,train,['0005686']
1093,6y53.2.134,train,['0005686']
1094,6y53.2.135,train,['0005686']
1095,6y53.2.136,train,['0005686']
1096,6y53.2.137,train,['0005686']
1097,6y53.2.138,train,['0005686']
1098,6y53.2.139,train,['0005686']
1099,6y53.2.140,train,['0005686']
1100,6y53.2.141,train,['0005686']
1101,6y53.2.142,train,['0005686']
1102,6y53.2.143,train,['0005686']
1103,6y53.2.144,train,['0005686']
1104,6y53.2.145,train,['0005686']
1105,6y53.2.146,train,['0005686']
1106,6y53.2.147,train,['0005686']
1107,6y53.2.148,train,['0005686']
1108,6y53.2.149,train,['0005686']
1109,6y53.2.150,train,['0005686']
1110,6y53.2.151,train,['0005686']
1111,6y53.2.152,train,['0005686']
1112,6y53.2.153,train,['0005686']
1113,6y53.2.154,train,['0005686']
1114,6y53.2.155,train,['0005686']
1115,6y53.2.156,train,['0005686']
1116,6y53.2.157,train,['0005686']
1117,6y53.2.158,train,['0005686']
1118,6y53.2.159,train,['0005686']
1119,6y53.2.160,train,['0005686']
1120,6y53.2.161,train,['0005686']
1121,6y53.2.162,train,['0005686']
1122,6y53.2.163,train,['0005686']
1123,6y53.2.164,train,['0005686']
1124,6y53.2.165,train,['0005686']
1125,6y53.2.166,train,['0005686']
1126,6y53.2.167,train,['0005686']
1127,6y53.2.168,train,['0005686']
1128,6y53.2.169,train,['0005686']
1129,6y53.2.170,train,['0005686']
1130,6y53.2.171,train,['0005686']
1131,6y53.2.172,train,['0005686']
1132,6y53.2.173,train,['0005686']
1133,6y53.2.174,train,['0005686']
1134,6y53.2.175,train,['0005686']
1135,6y53.2.176,train,['0005686']
1136,6y53.2.177,train,['0005686']
1137,6y53.2.178,train,['0005686']
1138,6y53.2.179,train,['0005686']
1139,6y53.2.180,train,['0005686']
1140,6y53.2.181,train,['0005686']
1141,6y53.2.182,train,['0005686']
1142,6y53.2.183,train,['0005686']
1143,6y53.2.184,train,['0005686']
1144,6bk8.2.1138,train,['0005686']
1145,6bk8.2.37,train,['0005686']
1146,6bk8.2.1120,train,['0005686']
1147,6bk8.2.1119,train,['0005686']
1148,6bk8.2.28,train,['0005686']
1149,6bk8.2.145,train,['0005686']
1150,6bk8.2.1094,train,['0005686']
1151,6bk8.2.13,train,['0005686']
1152,6bk8.2.1151,train,['0005686']
1153,6bk8.2.1142,train,['0005686']
1154,6bk8.2.1097,train,['0005686']
1155,6bk8.2.1121,train,['0005686']
1156,6bk8.2.1095,train,['0005686']
1157,6bk8.2.1099,train,['0005686']
1158,6bk8.2.139,train,['0005686']
1159,6bk8.2.1107,train,['0005686']
1160,6bk8.2.1165,train,['0005686']
1161,6bk8.2.20,train,['0005686']
1162,6bk8.2.23,train,['0005686']
1163,6bk8.2.1093,train,['0005686']
1164,6bk8.2.1117,train,['0005686']
1165,6bk8.2.1145,train,['0005686']
1166,6bk8.2.1139,train,['0005686']
1167,6bk8.2.1150,train,['0005686']
1168,6bk8.2.1096,train,['0005686']
1169,6bk8.2.40,train,['0005686']
1170,6bk8.2.41,train,['0005686']
1171,6bk8.2.1106,train,['0005686']
1172,6bk8.2.1149,train,['0005686']
1173,6bk8.2.35,train,['0005686']
1174,6bk8.2.148,train,['0005686']
1175,6bk8.2.104,train,['0005686']
1176,6bk8.2.1123,train,['0005686']
